dataset,model,method,seed,variant,truth_type,source,ap,precision_at_1,precision_at_3,precision_at_5,recall_at_5,recall_at_10,target_rank,target_top1,target_top3,target_top5,target_salience_share
credit_g,logreg,linshap,0,clean,descriptive_top5,random,0.5121052631578947,1.0,0.3333333333333333,0.6,0.6,0.6,,,,,
credit_g,logreg,linshap,0,clean,descriptive_top5,permuted,0.4370851370851371,1.0,0.3333333333333333,0.2,0.2,0.4,,,,,
credit_g,logreg,linshap,0,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,linshap,0,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,linshap,1,clean,descriptive_top5,real,0.2604761904761905,0.0,0.0,0.0,0.0,0.6,,,,,
credit_g,logreg,linshap,1,clean,descriptive_top5,random,0.20790935672514618,0.0,0.0,0.0,0.0,0.4,,,,,
credit_g,logreg,linshap,1,clean,descriptive_top5,permuted,0.46222222222222226,1.0,0.3333333333333333,0.4,0.4,0.6,,,,,
credit_g,logreg,linshap,1,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,linshap,1,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,linshap,2,clean,descriptive_top5,real,0.2604761904761905,0.0,0.0,0.0,0.0,0.6,,,,,
credit_g,logreg,linshap,2,clean,descriptive_top5,random,0.3338095238095238,0.0,0.3333333333333333,0.2,0.2,0.6,,,,,
credit_g,logreg,linshap,2,clean,descriptive_top5,permuted,0.43504273504273505,1.0,0.3333333333333333,0.4,0.4,0.4,,,,,
credit_g,logreg,linshap,2,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,linshap,2,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,linshap,3,clean,descriptive_top5,real,0.2604761904761905,0.0,0.0,0.0,0.0,0.6,,,,,
credit_g,logreg,linshap,3,clean,descriptive_top5,random,0.27326797385620916,0.0,0.3333333333333333,0.2,0.2,0.4,,,,,
credit_g,logreg,linshap,3,clean,descriptive_top5,permuted,0.37787114845938374,0.0,0.3333333333333333,0.2,0.2,0.6,,,,,
credit_g,logreg,linshap,3,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,linshap,3,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,linshap,4,clean,descriptive_top5,real,0.2604761904761905,0.0,0.0,0.0,0.0,0.6,,,,,
credit_g,logreg,linshap,4,clean,descriptive_top5,random,0.4745378151260504,1.0,0.3333333333333333,0.4,0.4,0.6,,,,,
credit_g,logreg,linshap,4,clean,descriptive_top5,permuted,0.5969230769230769,1.0,0.6666666666666666,0.6,0.6,0.6,,,,,
credit_g,logreg,linshap,4,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,linshap,4,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,linshap,0,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5129323398500405
credit_g,logreg,linshap,0,spur,spurious_feature,random,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.01751322466078281
credit_g,logreg,linshap,0,spur,spurious_feature,permuted,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.033156351670883606
credit_g,logreg,linshap,0,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,logreg,linshap,0,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,logreg,linshap,1,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5129323398500405
credit_g,logreg,linshap,1,spur,spurious_feature,random,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.08669669436099375
credit_g,logreg,linshap,1,spur,spurious_feature,permuted,0.2,0.0,0.0,0.2,1.0,1.0,5.0,0.0,0.0,1.0,0.04344075702496672
credit_g,logreg,linshap,1,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,logreg,linshap,1,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,logreg,linshap,2,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5129323398500405
credit_g,logreg,linshap,2,spur,spurious_feature,random,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.06433515274263442
credit_g,logreg,linshap,2,spur,spurious_feature,permuted,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0004734973269319498
credit_g,logreg,linshap,2,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,logreg,linshap,2,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,logreg,linshap,3,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5129323398500405
credit_g,logreg,linshap,3,spur,spurious_feature,random,0.05,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.00583152573958651
credit_g,logreg,linshap,3,spur,spurious_feature,permuted,0.25,0.0,0.0,0.2,1.0,1.0,4.0,0.0,0.0,1.0,0.04492719892299616
credit_g,logreg,linshap,3,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,logreg,linshap,3,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,logreg,linshap,4,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5129323398500405
credit_g,logreg,linshap,4,spur,spurious_feature,random,0.3333333333333333,0.0,0.3333333333333333,0.2,1.0,1.0,3.0,0.0,1.0,1.0,0.07466899777353662
credit_g,logreg,linshap,4,spur,spurious_feature,permuted,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.017044406157788558
credit_g,logreg,linshap,4,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,logreg,linshap,4,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,logreg,lime,0,clean,descriptive_top5,real,0.19159244264507425,0.0,0.0,0.0,0.0,0.2,,,,,
credit_g,logreg,lime,0,clean,descriptive_top5,random,0.4507051282051282,1.0,0.3333333333333333,0.2,0.2,0.6,,,,,
credit_g,logreg,lime,0,clean,descriptive_top5,permuted,0.40403846153846157,0.0,0.3333333333333333,0.4,0.4,0.6,,,,,
credit_g,logreg,lime,0,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,lime,0,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,lime,1,clean,descriptive_top5,real,0.1946227456753773,0.0,0.0,0.0,0.0,0.2,,,,,
credit_g,logreg,lime,1,clean,descriptive_top5,random,0.2530905695611578,0.0,0.0,0.0,0.0,0.6,,,,,
credit_g,logreg,lime,1,clean,descriptive_top5,permuted,0.2706349206349206,0.0,0.3333333333333333,0.2,0.2,0.2,,,,,
credit_g,logreg,lime,1,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,lime,1,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,lime,2,clean,descriptive_top5,real,0.1946227456753773,0.0,0.0,0.0,0.0,0.2,,,,,
credit_g,logreg,lime,2,clean,descriptive_top5,random,0.23497474747474745,0.0,0.3333333333333333,0.2,0.2,0.2,,,,,
credit_g,logreg,lime,2,clean,descriptive_top5,permuted,0.4065998329156224,1.0,0.3333333333333333,0.2,0.2,0.4,,,,,
credit_g,logreg,lime,2,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,lime,2,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,lime,3,clean,descriptive_top5,real,0.19846889952153113,0.0,0.0,0.0,0.0,0.2,,,,,
credit_g,logreg,lime,3,clean,descriptive_top5,random,0.28215686274509805,0.0,0.0,0.2,0.2,0.6,,,,,
credit_g,logreg,lime,3,clean,descriptive_top5,permuted,0.24150326797385618,0.0,0.0,0.2,0.2,0.4,,,,,
credit_g,logreg,lime,3,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,lime,3,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,lime,4,clean,descriptive_top5,real,0.18977426082689242,0.0,0.0,0.0,0.0,0.0,,,,,
credit_g,logreg,lime,4,clean,descriptive_top5,random,0.3784688995215311,1.0,0.3333333333333333,0.2,0.2,0.2,,,,,
credit_g,logreg,lime,4,clean,descriptive_top5,permuted,0.5427272727272727,1.0,0.3333333333333333,0.6,0.6,0.6,,,,,
credit_g,logreg,lime,4,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,lime,4,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,logreg,lime,0,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.2748207596441812
credit_g,logreg,lime,0,spur,spurious_feature,random,0.05,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.00516049524662597
credit_g,logreg,lime,0,spur,spurious_feature,permuted,0.05,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.010979868867594908
credit_g,logreg,lime,0,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,logreg,lime,0,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,logreg,lime,1,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.2809134012014698
credit_g,logreg,lime,1,spur,spurious_feature,random,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.043547549644916674
credit_g,logreg,lime,1,spur,spurious_feature,permuted,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.035832657998224396
credit_g,logreg,lime,1,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,logreg,lime,1,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,logreg,lime,2,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.30200370007691774
credit_g,logreg,lime,2,spur,spurious_feature,random,0.05,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.004230992615130928
credit_g,logreg,lime,2,spur,spurious_feature,permuted,0.0625,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.01814450537013254
credit_g,logreg,lime,2,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,logreg,lime,2,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,logreg,lime,3,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.27235543891730524
credit_g,logreg,lime,3,spur,spurious_feature,random,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.01651737306608523
credit_g,logreg,lime,3,spur,spurious_feature,permuted,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.016574872928276495
credit_g,logreg,lime,3,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,logreg,lime,3,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,logreg,lime,4,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.28702506251342685
credit_g,logreg,lime,4,spur,spurious_feature,random,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.02350194641448501
credit_g,logreg,lime,4,spur,spurious_feature,permuted,0.25,0.0,0.0,0.2,1.0,1.0,4.0,0.0,0.0,1.0,0.0529981225809943
credit_g,logreg,lime,4,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,logreg,lime,4,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,rf,treeshap,0,clean,descriptive_top5,real,0.4158333333333333,0.0,0.3333333333333333,0.4,0.4,0.6,,,,,
credit_g,rf,treeshap,0,clean,descriptive_top5,random,0.3233333333333333,0.0,0.0,0.4,0.4,0.6,,,,,
credit_g,rf,treeshap,0,clean,descriptive_top5,permuted,0.7767857142857142,1.0,1.0,0.6,0.6,0.8,,,,,
credit_g,rf,treeshap,0,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,treeshap,0,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,treeshap,1,clean,descriptive_top5,real,0.40607627666451196,0.0,0.3333333333333333,0.4,0.4,0.6,,,,,
credit_g,rf,treeshap,1,clean,descriptive_top5,random,0.4976532239690134,1.0,0.6666666666666666,0.4,0.4,0.4,,,,,
credit_g,rf,treeshap,1,clean,descriptive_top5,permuted,0.2304093567251462,0.0,0.0,0.0,0.0,0.4,,,,,
credit_g,rf,treeshap,1,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,treeshap,1,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,treeshap,2,clean,descriptive_top5,real,0.39120448179271705,0.0,0.3333333333333333,0.4,0.4,0.6,,,,,
credit_g,rf,treeshap,2,clean,descriptive_top5,random,0.4859523809523809,0.0,0.3333333333333333,0.4,0.4,1.0,,,,,
credit_g,rf,treeshap,2,clean,descriptive_top5,permuted,0.4523809523809524,1.0,0.3333333333333333,0.2,0.2,0.6,,,,,
credit_g,rf,treeshap,2,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,treeshap,2,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,treeshap,3,clean,descriptive_top5,real,0.33678571428571424,0.0,0.3333333333333333,0.2,0.2,0.6,,,,,
credit_g,rf,treeshap,3,clean,descriptive_top5,random,0.3486813186813187,0.0,0.0,0.4,0.4,0.6,,,,,
credit_g,rf,treeshap,3,clean,descriptive_top5,permuted,0.20649252708076238,0.0,0.0,0.0,0.0,0.0,,,,,
credit_g,rf,treeshap,3,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,treeshap,3,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,treeshap,4,clean,descriptive_top5,real,0.37274294333117863,0.0,0.3333333333333333,0.4,0.4,0.6,,,,,
credit_g,rf,treeshap,4,clean,descriptive_top5,random,0.32374269005847955,0.0,0.3333333333333333,0.4,0.4,0.6,,,,,
credit_g,rf,treeshap,4,clean,descriptive_top5,permuted,0.6755555555555556,1.0,0.6666666666666666,0.6,0.6,0.8,,,,,
credit_g,rf,treeshap,4,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,treeshap,4,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,treeshap,0,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5113599966752586
credit_g,rf,treeshap,0,spur,spurious_feature,random,0.1,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.04513846559469974
credit_g,rf,treeshap,0,spur,spurious_feature,permuted,0.125,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.024010855695612537
credit_g,rf,treeshap,0,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,rf,treeshap,0,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,rf,treeshap,1,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5349945745220316
credit_g,rf,treeshap,1,spur,spurious_feature,random,0.25,0.0,0.0,0.2,1.0,1.0,4.0,0.0,0.0,1.0,0.10081691053788136
credit_g,rf,treeshap,1,spur,spurious_feature,permuted,0.0625,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.007126285050808681
credit_g,rf,treeshap,1,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,rf,treeshap,1,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,rf,treeshap,2,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5019506573264959
credit_g,rf,treeshap,2,spur,spurious_feature,random,0.5,0.0,0.3333333333333333,0.2,1.0,1.0,2.0,0.0,1.0,1.0,0.08177962785274825
credit_g,rf,treeshap,2,spur,spurious_feature,permuted,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.023890671202962645
credit_g,rf,treeshap,2,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,rf,treeshap,2,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,rf,treeshap,3,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5373287463975163
credit_g,rf,treeshap,3,spur,spurious_feature,random,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.012748033126145322
credit_g,rf,treeshap,3,spur,spurious_feature,permuted,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.002434183248193603
credit_g,rf,treeshap,3,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,rf,treeshap,3,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,rf,treeshap,4,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.5171392732909997
credit_g,rf,treeshap,4,spur,spurious_feature,random,0.3333333333333333,0.0,0.3333333333333333,0.2,1.0,1.0,3.0,0.0,1.0,1.0,0.07919476837728914
credit_g,rf,treeshap,4,spur,spurious_feature,permuted,0.5,0.0,0.3333333333333333,0.2,1.0,1.0,2.0,0.0,1.0,1.0,0.14531372779060248
credit_g,rf,treeshap,4,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,rf,treeshap,4,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,rf,lime,0,clean,descriptive_top5,real,0.24705882352941172,0.0,0.0,0.2,0.2,0.4,,,,,
credit_g,rf,lime,0,clean,descriptive_top5,random,0.3705118411000764,0.0,0.3333333333333333,0.4,0.4,0.4,,,,,
credit_g,rf,lime,0,clean,descriptive_top5,permuted,0.18743589743589745,0.0,0.0,0.0,0.0,0.2,,,,,
credit_g,rf,lime,0,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,lime,0,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,lime,1,clean,descriptive_top5,real,0.2459282822440717,0.0,0.0,0.2,0.2,0.4,,,,,
credit_g,rf,lime,1,clean,descriptive_top5,random,0.26555555555555554,0.0,0.0,0.2,0.2,0.6,,,,,
credit_g,rf,lime,1,clean,descriptive_top5,permuted,0.2865497076023392,0.0,0.3333333333333333,0.2,0.2,0.4,,,,,
credit_g,rf,lime,1,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,lime,1,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,lime,2,clean,descriptive_top5,real,0.2572438672438673,0.0,0.0,0.2,0.2,0.4,,,,,
credit_g,rf,lime,2,clean,descriptive_top5,random,0.2720503026385379,0.0,0.0,0.2,0.2,0.4,,,,,
credit_g,rf,lime,2,clean,descriptive_top5,permuted,0.4966666666666666,0.0,0.6666666666666666,0.4,0.4,0.8,,,,,
credit_g,rf,lime,2,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,lime,2,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,lime,3,clean,descriptive_top5,real,0.23191919191919194,0.0,0.0,0.2,0.2,0.2,,,,,
credit_g,rf,lime,3,clean,descriptive_top5,random,0.3255555555555556,0.0,0.3333333333333333,0.4,0.4,0.4,,,,,
credit_g,rf,lime,3,clean,descriptive_top5,permuted,0.3505118411000764,0.0,0.3333333333333333,0.4,0.4,0.4,,,,,
credit_g,rf,lime,3,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,lime,3,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,lime,4,clean,descriptive_top5,real,0.24663003663003663,0.0,0.0,0.2,0.2,0.4,,,,,
credit_g,rf,lime,4,clean,descriptive_top5,random,0.4960606060606061,1.0,0.3333333333333333,0.4,0.4,0.6,,,,,
credit_g,rf,lime,4,clean,descriptive_top5,permuted,0.925,1.0,1.0,0.8,0.8,1.0,,,,,
credit_g,rf,lime,4,clean,descriptive_top5,constant,0.25,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,lime,4,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
credit_g,rf,lime,0,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.23646689810644148
credit_g,rf,lime,0,spur,spurious_feature,random,0.1,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.04861403727697677
credit_g,rf,lime,0,spur,spurious_feature,permuted,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.02088464283244021
credit_g,rf,lime,0,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,rf,lime,0,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,rf,lime,1,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.2468670787271619
credit_g,rf,lime,1,spur,spurious_feature,random,0.5,0.0,0.3333333333333333,0.2,1.0,1.0,2.0,0.0,1.0,1.0,0.09047746170478516
credit_g,rf,lime,1,spur,spurious_feature,permuted,0.5,0.0,0.3333333333333333,0.2,1.0,1.0,2.0,0.0,1.0,1.0,0.12053164885491162
credit_g,rf,lime,1,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,rf,lime,1,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,rf,lime,2,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.2520901347624519
credit_g,rf,lime,2,spur,spurious_feature,random,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.02334069648433499
credit_g,rf,lime,2,spur,spurious_feature,permuted,0.0625,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0142138567572615
credit_g,rf,lime,2,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,rf,lime,2,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,rf,lime,3,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.24535237487911557
credit_g,rf,lime,3,spur,spurious_feature,random,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.005482618727526496
credit_g,rf,lime,3,spur,spurious_feature,permuted,0.3333333333333333,0.0,0.3333333333333333,0.2,1.0,1.0,3.0,0.0,1.0,1.0,0.06572902083862672
credit_g,rf,lime,3,spur,spurious_feature,constant,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.047619047619047616
credit_g,rf,lime,3,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
credit_g,rf,lime,4,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.24914943870323947
credit_g,rf,lime,4,spur,spurious_feature,random,0.3333333333333333,0.0,0.3333333333333333,0.2,1.0,1.0,3.0,0.0,1.0,1.0,0.08164466880197556
