dataset,model,method,seed,variant,truth_type,source,ap,precision_at_1,precision_at_3,precision_at_5,recall_at_5,recall_at_10,target_rank,target_top1,target_top3,target_top5,target_salience_share
bank_marketing,hgb,lime,4,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.26933362286086837
bank_marketing,hgb,lime,4,spur,spurious_feature,random,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.05815104604659484
bank_marketing,hgb,lime,4,spur,spurious_feature,permuted,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.010296267600891251
bank_marketing,hgb,lime,4,spur,spurious_feature,constant,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.058823529411764705
bank_marketing,hgb,lime,4,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bank_marketing,mlp,ig,0,clean,descriptive_top5,real,0.45820512820512826,1.0,0.3333333333333333,0.4,0.4,0.4,,,,,
bank_marketing,mlp,ig,0,clean,descriptive_top5,random,0.2869230769230769,0.0,0.0,0.0,0.0,0.6,,,,,
bank_marketing,mlp,ig,0,clean,descriptive_top5,permuted,0.5529761904761905,1.0,0.6666666666666666,0.4,0.4,0.6,,,,,
bank_marketing,mlp,ig,0,clean,descriptive_top5,constant,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,ig,0,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,ig,1,clean,descriptive_top5,real,0.5105555555555555,1.0,0.3333333333333333,0.4,0.4,0.8,,,,,
bank_marketing,mlp,ig,1,clean,descriptive_top5,random,0.2608946608946609,0.0,0.0,0.0,0.0,0.4,,,,,
bank_marketing,mlp,ig,1,clean,descriptive_top5,permuted,0.6533333333333333,1.0,0.6666666666666666,0.6,0.6,0.8,,,,,
bank_marketing,mlp,ig,1,clean,descriptive_top5,constant,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,ig,1,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,ig,2,clean,descriptive_top5,real,0.47333333333333333,1.0,0.3333333333333333,0.4,0.4,0.6,,,,,
bank_marketing,mlp,ig,2,clean,descriptive_top5,random,0.40535714285714286,0.0,0.3333333333333333,0.4,0.4,0.6,,,,,
bank_marketing,mlp,ig,2,clean,descriptive_top5,permuted,0.4578754578754579,0.0,0.3333333333333333,0.4,0.4,0.8,,,,,
bank_marketing,mlp,ig,2,clean,descriptive_top5,constant,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,ig,2,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,ig,3,clean,descriptive_top5,real,0.47880952380952385,1.0,0.3333333333333333,0.4,0.4,0.6,,,,,
bank_marketing,mlp,ig,3,clean,descriptive_top5,random,0.2741883116883117,0.0,0.0,0.2,0.2,0.4,,,,,
bank_marketing,mlp,ig,3,clean,descriptive_top5,permuted,0.4712087912087912,0.0,0.3333333333333333,0.4,0.4,0.8,,,,,
bank_marketing,mlp,ig,3,clean,descriptive_top5,constant,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,ig,3,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,ig,4,clean,descriptive_top5,real,0.4980952380952381,1.0,0.3333333333333333,0.4,0.4,0.8,,,,,
bank_marketing,mlp,ig,4,clean,descriptive_top5,random,0.45939393939393935,0.0,0.3333333333333333,0.6,0.6,0.6,,,,,
bank_marketing,mlp,ig,4,clean,descriptive_top5,permuted,0.2682051282051282,0.0,0.0,0.2,0.2,0.4,,,,,
bank_marketing,mlp,ig,4,clean,descriptive_top5,constant,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,ig,4,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,ig,0,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.36597343684341377
bank_marketing,mlp,ig,0,spur,spurious_feature,random,0.125,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0631403571050133
bank_marketing,mlp,ig,0,spur,spurious_feature,permuted,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.020670527612667706
bank_marketing,mlp,ig,0,spur,spurious_feature,constant,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.058823529411764705
bank_marketing,mlp,ig,0,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bank_marketing,mlp,ig,1,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.38069387250902664
bank_marketing,mlp,ig,1,spur,spurious_feature,random,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.08202283350361647
bank_marketing,mlp,ig,1,spur,spurious_feature,permuted,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.03786261189001074
bank_marketing,mlp,ig,1,spur,spurious_feature,constant,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.058823529411764705
bank_marketing,mlp,ig,1,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bank_marketing,mlp,ig,2,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.3460740826501627
bank_marketing,mlp,ig,2,spur,spurious_feature,random,0.2,0.0,0.0,0.2,1.0,1.0,5.0,0.0,0.0,1.0,0.07360601271162884
bank_marketing,mlp,ig,2,spur,spurious_feature,permuted,0.3333333333333333,0.0,0.3333333333333333,0.2,1.0,1.0,3.0,0.0,1.0,1.0,0.08940691371361278
bank_marketing,mlp,ig,2,spur,spurious_feature,constant,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.058823529411764705
bank_marketing,mlp,ig,2,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bank_marketing,mlp,ig,3,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.3870656059579567
bank_marketing,mlp,ig,3,spur,spurious_feature,random,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.08759586188395607
bank_marketing,mlp,ig,3,spur,spurious_feature,permuted,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.03179050530721281
bank_marketing,mlp,ig,3,spur,spurious_feature,constant,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.058823529411764705
bank_marketing,mlp,ig,3,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bank_marketing,mlp,ig,4,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.3327752373456813
bank_marketing,mlp,ig,4,spur,spurious_feature,random,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.059111402102046955
bank_marketing,mlp,ig,4,spur,spurious_feature,permuted,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.02761021606868954
bank_marketing,mlp,ig,4,spur,spurious_feature,constant,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.058823529411764705
bank_marketing,mlp,ig,4,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bank_marketing,mlp,lime,0,clean,descriptive_top5,real,0.389459706959707,1.0,0.3333333333333333,0.2,0.2,0.2,,,,,
bank_marketing,mlp,lime,0,clean,descriptive_top5,random,0.35523809523809524,0.0,0.3333333333333333,0.2,0.2,0.6,,,,,
bank_marketing,mlp,lime,0,clean,descriptive_top5,permuted,0.5615384615384615,1.0,0.6666666666666666,0.4,0.4,0.6,,,,,
bank_marketing,mlp,lime,0,clean,descriptive_top5,constant,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,lime,0,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,lime,1,clean,descriptive_top5,real,0.389459706959707,1.0,0.3333333333333333,0.2,0.2,0.2,,,,,
bank_marketing,mlp,lime,1,clean,descriptive_top5,random,0.4797979797979798,0.0,0.3333333333333333,0.4,0.4,0.8,,,,,
bank_marketing,mlp,lime,1,clean,descriptive_top5,permuted,0.6644444444444444,1.0,0.6666666666666666,0.6,0.6,1.0,,,,,
bank_marketing,mlp,lime,1,clean,descriptive_top5,constant,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,lime,1,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,lime,2,clean,descriptive_top5,real,0.39202380952380955,1.0,0.3333333333333333,0.2,0.2,0.2,,,,,
bank_marketing,mlp,lime,2,clean,descriptive_top5,random,0.25371212121212117,0.0,0.0,0.0,0.0,0.4,,,,,
bank_marketing,mlp,lime,2,clean,descriptive_top5,permuted,0.601547619047619,1.0,0.6666666666666666,0.4,0.4,0.6,,,,,
bank_marketing,mlp,lime,2,clean,descriptive_top5,constant,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,lime,2,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,lime,3,clean,descriptive_top5,real,0.25612637362637364,0.0,0.3333333333333333,0.2,0.2,0.2,,,,,
bank_marketing,mlp,lime,3,clean,descriptive_top5,random,0.6,1.0,0.6666666666666666,0.6,0.6,0.8,,,,,
bank_marketing,mlp,lime,3,clean,descriptive_top5,permuted,0.31297619047619046,0.0,0.3333333333333333,0.2,0.2,0.6,,,,,
bank_marketing,mlp,lime,3,clean,descriptive_top5,constant,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,lime,3,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,lime,4,clean,descriptive_top5,real,0.26198717948717953,0.0,0.3333333333333333,0.2,0.2,0.2,,,,,
bank_marketing,mlp,lime,4,clean,descriptive_top5,random,0.43813519813519813,1.0,0.3333333333333333,0.2,0.2,0.4,,,,,
bank_marketing,mlp,lime,4,clean,descriptive_top5,permuted,0.3228479853479853,0.0,0.3333333333333333,0.2,0.2,0.6,,,,,
bank_marketing,mlp,lime,4,clean,descriptive_top5,constant,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,lime,4,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,lime,0,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.25852444518993495
bank_marketing,mlp,lime,0,spur,spurious_feature,random,0.5,0.0,0.3333333333333333,0.2,1.0,1.0,2.0,0.0,1.0,1.0,0.09410613973451974
bank_marketing,mlp,lime,0,spur,spurious_feature,permuted,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.05312398127486387
bank_marketing,mlp,lime,0,spur,spurious_feature,constant,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.058823529411764705
bank_marketing,mlp,lime,0,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bank_marketing,mlp,lime,1,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.2691591905692925
bank_marketing,mlp,lime,1,spur,spurious_feature,random,0.3333333333333333,0.0,0.3333333333333333,0.2,1.0,1.0,3.0,0.0,1.0,1.0,0.09983547743501459
bank_marketing,mlp,lime,1,spur,spurious_feature,permuted,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.05028135510822557
bank_marketing,mlp,lime,1,spur,spurious_feature,constant,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.058823529411764705
bank_marketing,mlp,lime,1,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bank_marketing,mlp,lime,2,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.2531917245377928
bank_marketing,mlp,lime,2,spur,spurious_feature,random,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.07320948188128112
bank_marketing,mlp,lime,2,spur,spurious_feature,permuted,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.02452695976116322
bank_marketing,mlp,lime,2,spur,spurious_feature,constant,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.058823529411764705
bank_marketing,mlp,lime,2,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bank_marketing,mlp,lime,3,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.23762723114840129
bank_marketing,mlp,lime,3,spur,spurious_feature,random,0.0625,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.009565190420252032
bank_marketing,mlp,lime,3,spur,spurious_feature,permuted,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.012386184488246294
bank_marketing,mlp,lime,3,spur,spurious_feature,constant,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.058823529411764705
bank_marketing,mlp,lime,3,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bank_marketing,mlp,lime,4,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.25269940028818505
bank_marketing,mlp,lime,4,spur,spurious_feature,random,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.016833879827569533
bank_marketing,mlp,lime,4,spur,spurious_feature,permuted,0.3333333333333333,0.0,0.3333333333333333,0.2,1.0,1.0,3.0,0.0,1.0,1.0,0.1323228291271127
bank_marketing,mlp,lime,4,spur,spurious_feature,constant,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.058823529411764705
bank_marketing,mlp,lime,4,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bank_marketing,mlp,kshap,0,clean,descriptive_top5,real,0.445021645021645,1.0,0.3333333333333333,0.2,0.2,0.4,,,,,
bank_marketing,mlp,kshap,0,clean,descriptive_top5,random,0.4654761904761905,1.0,0.3333333333333333,0.2,0.2,0.6,,,,,
bank_marketing,mlp,kshap,0,clean,descriptive_top5,permuted,0.4902564102564103,1.0,0.3333333333333333,0.4,0.4,0.6,,,,,
bank_marketing,mlp,kshap,0,clean,descriptive_top5,constant,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,kshap,0,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,kshap,1,clean,descriptive_top5,real,0.4608225108225108,1.0,0.3333333333333333,0.2,0.2,0.6,,,,,
bank_marketing,mlp,kshap,1,clean,descriptive_top5,random,0.5755555555555556,1.0,0.3333333333333333,0.6,0.6,0.8,,,,,
bank_marketing,mlp,kshap,1,clean,descriptive_top5,permuted,0.4396717171717172,1.0,0.3333333333333333,0.2,0.2,0.6,,,,,
bank_marketing,mlp,kshap,1,clean,descriptive_top5,constant,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,kshap,1,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,kshap,2,clean,descriptive_top5,real,0.4401098901098901,1.0,0.3333333333333333,0.2,0.2,0.4,,,,,
bank_marketing,mlp,kshap,2,clean,descriptive_top5,random,0.3439194139194139,0.0,0.0,0.4,0.4,0.6,,,,,
bank_marketing,mlp,kshap,2,clean,descriptive_top5,permuted,0.2682051282051282,0.0,0.0,0.2,0.2,0.4,,,,,
bank_marketing,mlp,kshap,2,clean,descriptive_top5,constant,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,kshap,2,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,kshap,3,clean,descriptive_top5,real,0.4497835497835498,1.0,0.3333333333333333,0.2,0.2,0.4,,,,,
bank_marketing,mlp,kshap,3,clean,descriptive_top5,random,0.6658333333333334,1.0,0.6666666666666666,0.6,0.6,0.6,,,,,
bank_marketing,mlp,kshap,3,clean,descriptive_top5,permuted,0.24869047619047618,0.0,0.0,0.2,0.2,0.4,,,,,
bank_marketing,mlp,kshap,3,clean,descriptive_top5,constant,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,kshap,3,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,kshap,4,clean,descriptive_top5,real,0.49246031746031743,1.0,0.3333333333333333,0.2,0.2,0.8,,,,,
bank_marketing,mlp,kshap,4,clean,descriptive_top5,random,0.2715384615384615,0.0,0.0,0.0,0.0,0.6,,,,,
bank_marketing,mlp,kshap,4,clean,descriptive_top5,permuted,0.2682051282051282,0.0,0.0,0.2,0.2,0.4,,,,,
bank_marketing,mlp,kshap,4,clean,descriptive_top5,constant,0.3125,1.0,1.0,1.0,1.0,1.0,,,,,
bank_marketing,mlp,kshap,4,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
ccdefault,logreg,linshap,0,clean,descriptive_top5,real,0.3048841354723708,0.0,0.0,0.2,0.2,0.6,,,,,
ccdefault,logreg,linshap,0,clean,descriptive_top5,random,0.6875598086124401,1.0,1.0,0.6,0.6,0.6,,,,,
ccdefault,logreg,linshap,0,clean,descriptive_top5,permuted,0.23437761069340018,0.0,0.0,0.2,0.2,0.4,,,,,
ccdefault,logreg,linshap,0,clean,descriptive_top5,constant,0.21739130434782608,1.0,1.0,1.0,1.0,1.0,,,,,
ccdefault,logreg,linshap,0,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
ccdefault,logreg,linshap,1,clean,descriptive_top5,real,0.3048841354723708,0.0,0.0,0.2,0.2,0.6,,,,,
ccdefault,logreg,linshap,1,clean,descriptive_top5,random,0.22002426388615648,0.0,0.0,0.0,0.0,0.4,,,,,
ccdefault,logreg,linshap,1,clean,descriptive_top5,permuted,0.2021772345301757,0.0,0.0,0.0,0.0,0.4,,,,,
ccdefault,logreg,linshap,1,clean,descriptive_top5,constant,0.21739130434782608,1.0,1.0,1.0,1.0,1.0,,,,,
ccdefault,logreg,linshap,1,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
ccdefault,logreg,linshap,2,clean,descriptive_top5,real,0.3048841354723708,0.0,0.0,0.2,0.2,0.6,,,,,
ccdefault,logreg,linshap,2,clean,descriptive_top5,random,0.4168115942028985,0.0,0.3333333333333333,0.6,0.6,0.6,,,,,
ccdefault,logreg,linshap,2,clean,descriptive_top5,permuted,0.24423585702223471,0.0,0.0,0.2,0.2,0.4,,,,,
ccdefault,logreg,linshap,2,clean,descriptive_top5,constant,0.21739130434782608,1.0,1.0,1.0,1.0,1.0,,,,,
ccdefault,logreg,linshap,2,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
ccdefault,logreg,linshap,3,clean,descriptive_top5,real,0.3048841354723708,0.0,0.0,0.2,0.2,0.6,,,,,
ccdefault,logreg,linshap,3,clean,descriptive_top5,random,0.45487179487179485,1.0,0.3333333333333333,0.2,0.2,0.6,,,,,
ccdefault,logreg,linshap,3,clean,descriptive_top5,permuted,0.21695970695970695,0.0,0.0,0.2,0.2,0.2,,,,,
ccdefault,logreg,linshap,3,clean,descriptive_top5,constant,0.21739130434782608,1.0,1.0,1.0,1.0,1.0,,,,,
ccdefault,logreg,linshap,3,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
ccdefault,logreg,linshap,4,clean,descriptive_top5,real,0.3048841354723708,0.0,0.0,0.2,0.2,0.6,,,,,
ccdefault,logreg,linshap,4,clean,descriptive_top5,random,0.20080808080808082,0.0,0.0,0.0,0.0,0.2,,,,,
ccdefault,logreg,linshap,4,clean,descriptive_top5,permuted,0.19346889952153112,0.0,0.0,0.0,0.0,0.2,,,,,
ccdefault,logreg,linshap,4,clean,descriptive_top5,constant,0.21739130434782608,1.0,1.0,1.0,1.0,1.0,,,,,
ccdefault,logreg,linshap,4,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
ccdefault,logreg,linshap,0,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.6417565905182926
ccdefault,logreg,linshap,0,spur,spurious_feature,random,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.07626359931373015
ccdefault,logreg,linshap,0,spur,spurious_feature,permuted,0.1,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.015366420951913633
ccdefault,logreg,linshap,0,spur,spurious_feature,constant,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.041666666666666664
ccdefault,logreg,linshap,0,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ccdefault,logreg,linshap,1,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.6417565905182926
ccdefault,logreg,linshap,1,spur,spurious_feature,random,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.04625052310671193
ccdefault,logreg,linshap,1,spur,spurious_feature,permuted,0.0625,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.006829074474513581
ccdefault,logreg,linshap,1,spur,spurious_feature,constant,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.041666666666666664
ccdefault,logreg,linshap,1,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ccdefault,logreg,linshap,2,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.6417565905182926
ccdefault,logreg,linshap,2,spur,spurious_feature,random,0.3333333333333333,0.0,0.3333333333333333,0.2,1.0,1.0,3.0,0.0,1.0,1.0,0.07506396073251578
ccdefault,logreg,linshap,2,spur,spurious_feature,permuted,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0013768908932592506
ccdefault,logreg,linshap,2,spur,spurious_feature,constant,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.041666666666666664
ccdefault,logreg,linshap,2,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ccdefault,logreg,linshap,3,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.6417565905182926
ccdefault,logreg,linshap,3,spur,spurious_feature,random,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.002007227338649663
ccdefault,logreg,linshap,3,spur,spurious_feature,permuted,0.5,0.0,0.3333333333333333,0.2,1.0,1.0,2.0,0.0,1.0,1.0,0.05961089667394595
ccdefault,logreg,linshap,3,spur,spurious_feature,constant,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.041666666666666664
ccdefault,logreg,linshap,3,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ccdefault,logreg,linshap,4,spur,spurious_feature,real,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.6417565905182926
ccdefault,logreg,linshap,4,spur,spurious_feature,random,0.3333333333333333,0.0,0.3333333333333333,0.2,1.0,1.0,3.0,0.0,1.0,1.0,0.095902113550381
ccdefault,logreg,linshap,4,spur,spurious_feature,permuted,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.013680700384023239
ccdefault,logreg,linshap,4,spur,spurious_feature,constant,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.041666666666666664
ccdefault,logreg,linshap,4,spur,spurious_feature,oracle,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ccdefault,logreg,lime,0,clean,descriptive_top5,real,0.2551665725578769,0.0,0.0,0.2,0.2,0.4,,,,,
ccdefault,logreg,lime,0,clean,descriptive_top5,random,0.3373717948717949,0.0,0.3333333333333333,0.4,0.4,0.6,,,,,
ccdefault,logreg,lime,0,clean,descriptive_top5,permuted,0.3707798481711525,1.0,0.3333333333333333,0.2,0.2,0.4,,,,,
ccdefault,logreg,lime,0,clean,descriptive_top5,constant,0.21739130434782608,1.0,1.0,1.0,1.0,1.0,,,,,
ccdefault,logreg,lime,0,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
ccdefault,logreg,lime,1,clean,descriptive_top5,real,0.26724386724386723,0.0,0.0,0.2,0.2,0.4,,,,,
ccdefault,logreg,lime,1,clean,descriptive_top5,random,0.3526315789473684,0.0,0.3333333333333333,0.4,0.4,0.6,,,,,
ccdefault,logreg,lime,1,clean,descriptive_top5,permuted,0.23113275613275613,0.0,0.0,0.0,0.0,0.4,,,,,
ccdefault,logreg,lime,1,clean,descriptive_top5,constant,0.21739130434782608,1.0,1.0,1.0,1.0,1.0,,,,,
ccdefault,logreg,lime,1,clean,descriptive_top5,oracle,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
ccdefault,logreg,lime,2,clean,descriptive_top5,real,0.28830613830613827,0.0,0.0,0.2,0.2,0.4,,,,,
ccdefault,logreg,lime,2,clean,descriptive_top5,random,0.2780112044817927,0.0,0.3333333333333333,0.2,0.2,0.4,,,,,
ccdefault,logreg,lime,2,clean,descriptive_top5,permuted,0.32973856209150326,0.0,0.3333333333333333,0.4,0.4,0.4,,,,,
ccdefault,logreg,lime,2,clean,descriptive_top5,constant,0.21739130434782608,1.0,1.0,1.0,1.0,1.0,,,,,
