ds,model,method,sigma,top3_mean,top3_std,top5_mean,top5_std,spearman_mean,spearman_std,cosine_mean,cosine_std,sign5_mean,sign5_std
ccdefault,rf,lime,0.25,0.6586580968778696,0.007872948444483777,0.626941162466415,0.013719440903141845,0.35948978725810293,0.006521976282539571,0.4290251891558684,0.0136779150521488,0.7829502091623304,0.013062663064234849
ccdefault,rf,lime,0.5,0.6507675421509611,0.017774327087844467,0.6209312571469081,0.014980257333166628,0.29339626291683235,0.014662403508083519,0.3537221908328479,0.029828264954229244,0.73614271932339,0.013236035841565054
ccdefault,rf,treeshap,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ccdefault,rf,treeshap,0.01,0.9260373149552624,0.008185168337989506,0.921068987726841,0.0073348413910643995,0.9650134240361365,0.0023706736312235663,0.9833981025246974,0.0013300186739935145,0.9931955053406991,0.0024715170474679665
ccdefault,rf,treeshap,0.05,0.8614732870584769,0.013094798037894966,0.8431901144771226,0.008764651443900522,0.8961964757419045,0.0015139430688997089,0.94900557179035,0.001676081991554367,0.9798692011572033,0.0015608238897938317
ccdefault,rf,treeshap,0.1,0.8058015211174556,0.015794124651994545,0.788382238614576,0.008593977751211911,0.8270965462553603,0.0033082432740139524,0.902649062926475,0.0053696569642944485,0.9598196689354184,0.002959056268675094
ccdefault,rf,treeshap,0.25,0.702782280452345,0.024583427209829038,0.7167015531887999,0.005244415945234628,0.7008106382132044,0.006655582649345062,0.7958214457370278,0.006908727312855149,0.9167116965645391,0.0034057509258396406
ccdefault,rf,treeshap,0.5,0.5904850816292264,0.01636255892725541,0.6472110681261681,0.008729956324798244,0.5562578618746646,0.00921602236302828,0.6307549656484237,0.010045251876529014,0.845169233434676,0.00896414250490969
credit_g,hgb,lime,0.0,0.6786816,0.025452686092041474,0.7456,0.029236962906567507,0.7937532,0.06123462356951341,0.8663402,0.026420893156742502,0.968,0.015033296378372944
credit_g,hgb,lime,0.01,0.67201328,0.02166481035301258,0.7292799999999999,0.031233827815367092,0.7640884,0.0675559241233513,0.8542280800000001,0.028018931854587197,0.9620799999999999,0.019387418600731687
credit_g,hgb,lime,0.05,0.6749487879058806,0.0217092792999661,0.7339839766536435,0.027757209963807088,0.7661059808966912,0.06746470451180728,0.8563179237677965,0.02740247582717499,0.9642792467923631,0.018340946693835052
credit_g,hgb,lime,0.1,0.6645471204917232,0.01941353780912442,0.7253014872579915,0.034835116062396844,0.7615102814555204,0.0666782034419736,0.8530558815072885,0.02850121290835594,0.960268055522403,0.01892333140264218
credit_g,hgb,lime,0.25,0.6565442680114237,0.013772560023360908,0.7210403857896349,0.03483939654150265,0.7462847738662743,0.07191514581024232,0.8406149098350699,0.03411894671755036,0.9546971685314624,0.021394810531999764
credit_g,hgb,lime,0.5,0.6613600254303351,0.030350531982007486,0.7159913987905238,0.029385461709702007,0.7307621236009578,0.070387934954087,0.8314938559135208,0.026462272772322864,0.9516305635945382,0.023434412110285262
credit_g,hgb,treeshap,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
credit_g,hgb,treeshap,0.01,0.9923271181806046,0.0025868744353370783,0.9932728238398539,0.002800356641700259,0.9979009620489553,0.0007308237002973231,0.999147585800138,0.0001739999765060172,0.9998396791977534,0.00021952848324356493
credit_g,hgb,treeshap,0.05,0.9517649761653209,0.007665542537108632,0.9590803538915793,0.006649161584859428,0.9832496266652487,0.0030018157295660314,0.9911279353153833,0.0029033248635368667,0.9952917059676004,0.0018155365949966134
credit_g,hgb,treeshap,0.1,0.9198225408423486,0.010571720760438767,0.9291465050346993,0.013932749608671389,0.96815136141667,0.00668617876931198,0.9826451708519219,0.005237811916621531,0.9899605226434778,0.0040573216602110855
credit_g,hgb,treeshap,0.25,0.8496369788736093,0.011694921300916305,0.8707132031536979,0.011115678087316241,0.9208411003117313,0.010721606681216153,0.948443349942621,0.012338627343409857,0.9700475046101198,0.008964395022591335
credit_g,hgb,treeshap,0.5,0.7958840437506904,0.014678229519239042,0.8197478898074483,0.009470183609341501,0.8594807763402595,0.011387998142714382,0.9019983686011145,0.019090004477272864,0.9448299565325382,0.010949615336959371
credit_g,logreg,lime,0.0,0.8026838,0.020192124496941886,0.8772,0.011366617790706244,0.9510814,0.005624624102995641,0.9673548000000001,0.004015408534632581,0.9948,0.006260990336999364
credit_g,logreg,lime,0.01,0.81281616,0.016070761372380622,0.8752000000000001,0.006740919818541088,0.9076912,0.0018297664769035531,0.94663592,0.002185699254700891,0.99408,0.003983967871356328
credit_g,logreg,lime,0.05,0.8110233080839487,0.017450115967564864,0.8753552273610572,0.005294501326422264,0.9086459395983935,0.0019279386571208366,0.9464229357144708,0.002568981329520679,0.994707101956212,0.005611855472815968
credit_g,logreg,lime,0.1,0.8122232240024179,0.02045545965187575,0.8750414845850752,0.006314769248579505,0.9059716874543566,0.004561163903896437,0.9455749500162213,0.002609503338303553,0.9924059400788174,0.004605980140784368
credit_g,logreg,lime,0.25,0.8096923701157464,0.02083531691722607,0.8743773997406918,0.00910660787870754,0.9050250560432265,0.0033313301391133155,0.9442017664267643,0.0047348713613446945,0.9934129123112921,0.0029843897593832876
credit_g,logreg,lime,0.5,0.8072702178927893,0.019233610453173774,0.8750365187031139,0.01038672797067309,0.8975434300166686,0.006138033216139315,0.9412911718900423,0.0031995756733179965,0.9940568492510137,0.003935457729116173
credit_g,logreg,linshap,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
credit_g,logreg,linshap,0.01,0.998798985244483,0.0006062869856454646,0.9970773155520251,0.0009784483013006787,0.9996970545252667,2.3722973370434304e-05,0.9999993794190584,2.392007800116047e-07,1.0,0.0
credit_g,logreg,linshap,0.05,0.9882059464103827,0.0015046586959640313,0.9786840535158874,0.0012248613524132568,0.9978313857698948,6.743772028452346e-05,0.9997394360488879,5.1709682626615425e-06,1.0,0.0
credit_g,logreg,linshap,0.1,0.971617028565498,0.0017754287587265613,0.9591225816516419,0.0027499920143957855,0.9952942603180427,0.00012235919721916968,0.9989627850786054,3.247243264312109e-05,1.0,0.0
credit_g,logreg,linshap,0.25,0.932937560503839,0.005887287422447223,0.9111383846762893,0.003262588840114434,0.9846690593837554,0.000506715007220494,0.993829384618852,0.00015910073643833836,0.9999591836734695,9.126808071427357e-05
credit_g,logreg,linshap,0.5,0.8747866793009317,0.0027181613215757515,0.8503254705392169,0.003924440248255286,0.9538175508184177,0.001010006386759456,0.9759003213839705,0.0007023758652458029,0.9962658889012695,0.0010872373743900747
credit_g,mlp,ig,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
credit_g,mlp,ig,0.01,0.9931940644068165,0.001978309944570364,0.9925917353498075,0.0014670974438416233,0.9990772879460185,0.00017561003996793422,0.9999499781217362,2.1780134454871266e-05,1.0,0.0
credit_g,mlp,ig,0.05,0.9729674513605595,0.007396157777942307,0.9705871340544997,0.004618069774965076,0.995703987672085,0.0007935387592456168,0.9991172916099668,0.00025870232638063707,1.0,0.0
credit_g,mlp,ig,0.1,0.9425582384192394,0.016250531016178387,0.9503436763359948,0.0076832682895340565,0.9904509652397027,0.0019511931898719883,0.9969723021417172,0.0007974135933122343,1.0,0.0
credit_g,mlp,ig,0.25,0.880989609203704,0.017298915994460966,0.8910441148824344,0.018404837107234187,0.9687383764514756,0.005982038797111515,0.9847119618936553,0.0037178215130938244,0.9996272390417158,0.0006292298235709348
credit_g,mlp,ig,0.5,0.7983825166022148,0.0269298182630582,0.8173287730836505,0.019492722339919947,0.9193301486717488,0.014030975155056151,0.9488563976971115,0.009385480016837462,0.9921193728225918,0.0033545312093168677
credit_g,mlp,lime,0.0,0.7940138,0.07146830926851422,0.806,0.05247856705360772,0.9211478,0.014594232720496071,0.9450458000000002,0.01409948395154944,0.9908000000000001,0.005761944116355134
credit_g,mlp,lime,0.01,0.7900095688353413,0.0663896326915209,0.7965057028112451,0.049602396240616124,0.8886813114859438,0.020837449246594315,0.9290205404016063,0.012041348405377541,0.9911961445783133,0.0038316471790229467
credit_g,mlp,lime,0.05,0.7900127086436066,0.06626900932435137,0.7920659463661096,0.05343841657059742,0.8888325578520535,0.019705661793600705,0.9291546008265319,0.011415518280293673,0.9913381267003498,0.004755709759932398
credit_g,mlp,lime,0.1,0.7874106222936577,0.06958099430892277,0.7948670598261517,0.05078734756090049,0.8867503611602527,0.019544598652560193,0.9280099846408444,0.011983550484961686,0.9909428173838833,0.0032947330880370826
credit_g,mlp,lime,0.25,0.7910083072166064,0.056943008962047376,0.7908483908100099,0.05443006784699244,0.8817954064403064,0.022017035763888478,0.9253254503935953,0.009628977545549677,0.98938832728767,0.0050818554881280655
credit_g,mlp,lime,0.5,0.7839856142850888,0.06886458197922592,0.785657779528938,0.05321573685400745,0.8744219242185448,0.015067904514061637,0.9206264494790298,0.01028124627275924,0.9878462481393923,0.005028011925876471
credit_g,rf,lime,0.0,0.7693494,0.04462117836072908,0.7956000000000001,0.011081516141756053,0.8996482,0.00820236890782168,0.959835,0.005688633886971442,0.9884000000000001,0.0026076809620810553
credit_g,rf,lime,0.01,0.7538828799999999,0.03793081523236738,0.78208,0.012452790851853234,0.8774675999999999,0.012014986521840134,0.9518429600000001,0.008882608673582346,0.98896,0.004539603506915562
credit_g,rf,lime,0.05,0.75441616,0.03589406665130047,0.78384,0.008340743372146122,0.87829176,0.010601178412233264,0.9513957599999999,0.00813102579801588,0.9896,0.0040398019753447876
credit_g,rf,lime,0.1,0.75254952,0.0385119978275862,0.78304,0.008166272099311948,0.87523768,0.012100583233547084,0.95015512,0.008338331777520021,0.9894399999999999,0.004055613393803753
credit_g,rf,lime,0.25,0.7476621314056224,0.03580008646905498,0.7780568674698796,0.008356919993178722,0.8648407887550201,0.012131281723326316,0.9459082891566265,0.007941797910982634,0.986219437751004,0.004907080941233518
credit_g,rf,lime,0.5,0.7376798948567271,0.03503570760030622,0.7673686658333179,0.007208515901466472,0.8508416838567351,0.009885266901657556,0.9401451278508928,0.008187870797137644,0.9812667877065937,0.003722492797518074
credit_g,rf,treeshap,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
credit_g,rf,treeshap,0.01,0.9948645061121504,0.00251008410426207,0.9925142668044172,0.0019628407392347424,0.9990785399123698,0.00020612209598527912,0.999922285342534,1.4192930244359816e-05,1.0,0.0
credit_g,rf,treeshap,0.05,0.9755590072224465,0.0019010924257708984,0.9734347242020143,0.003876371253619608,0.9947156232555358,0.0005796752425215815,0.9985354934078325,0.00016746320752620937,0.9997195993588779,0.00039038559668734665
credit_g,rf,treeshap,0.1,0.9524508119302606,0.0025509331530518178,0.9527207454714917,0.004654392602478435,0.9883773638623795,0.0006188449765325274,0.9962099081533277,0.000543300590650155,0.999196495725909,0.0005843843331954904
credit_g,rf,treeshap,0.25,0.9077304076733246,0.0032796664861822486,0.9074602085058447,0.005043157228989336,0.9654534034715967,0.00139832747177649,0.9869336774234203,0.0014239889143083358,0.9925204254732065,0.0016454484312685535
credit_g,rf,treeshap,0.5,0.8580571120158428,0.007242814754118388,0.8581571875240499,0.007101226150944963,0.9233853725011187,0.003408319328918687,0.9676915718177413,0.0021095821754568782,0.9765507298059516,0.0036318456310817553
electricity,hgb,lime,0.0,0.8286794000000001,0.015914291479673187,0.7956000000000001,0.014380542409798032,0.8050044,0.030798680130810812,0.9253712000000001,0.006979977700537438,0.8848,0.02032732151563505
electricity,hgb,lime,0.01,0.8222580210990762,0.018230183818340958,0.7916550537438278,0.01674440509489698,0.7525831119499748,0.013505346230502386,0.8968846506424832,0.008014626939681501,0.8542435994735694,0.01896213200572936
electricity,hgb,lime,0.05,0.8074952370999856,0.023321145032225765,0.7779637486824033,0.013121630025885614,0.6815590882304285,0.014801973038654315,0.8510951421988739,0.01235971154049492,0.8192629443918724,0.015621225532599791
electricity,hgb,lime,0.1,0.8025243047914106,0.032929404452534464,0.7799906428139846,0.014941146119534513,0.6185971419004106,0.012799955416026262,0.8158861014704417,0.023944421130332696,0.7828118692925125,0.01832161875654829
electricity,hgb,lime,0.25,0.7967665735734089,0.027527202106294984,0.7724305156024551,0.004297270246876174,0.5545014268059878,0.016711346480233025,0.7801784520231958,0.011933392003215066,0.7426877028241379,0.018755088870896244
electricity,hgb,lime,0.5,0.7827646612654122,0.03653665209013245,0.7720040150659098,0.01355730536088112,0.4791210613967044,0.020530159560877816,0.6582812443587324,0.033136956979962044,0.7167277786746613,0.012886695046666523
electricity,hgb,treeshap,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
electricity,hgb,treeshap,0.01,0.9014991777202871,0.010711065783191906,0.9069024104293856,0.006243737974191273,0.9114736697662987,0.010798074826658175,0.9599210985285949,0.004732706662956288,0.9680416028843728,0.006797175986611954
electricity,hgb,treeshap,0.05,0.8243717570458274,0.020320587530315924,0.8436094735988448,0.006167854616730858,0.7784754497110862,0.0201320722869953,0.8797008694630097,0.01239192535959411,0.9013167091218491,0.009734099127857337
electricity,hgb,treeshap,0.1,0.781247556539687,0.02223062080033092,0.8189056853724775,0.006918062548018228,0.6915151726086932,0.016295424093520656,0.8316842717312027,0.007544226518996733,0.8580560995958907,0.009088396208527054
electricity,hgb,treeshap,0.25,0.7209734643000791,0.01291766882805289,0.7822072110903442,0.0055093039481547736,0.5681821295098229,0.025233760811306776,0.7591463280334618,0.016633664815635475,0.7967760627003176,0.01140893192659858
electricity,hgb,treeshap,0.5,0.6739420303889719,0.028570442092008715,0.7512644371022701,0.010224546474992801,0.45309027382140005,0.02860093049370005,0.6668690044494119,0.026439926782040855,0.7312599730050577,0.010982320539178135
electricity,logreg,lime,0.0,0.7766822,0.023687526035869558,0.7796000000000001,0.01424078649513433,0.7937682,0.018104678351188667,0.9133777999999999,0.01779444340798559,0.9044000000000001,0.011865917579353066
electricity,logreg,lime,0.01,0.75654992,0.017703288389223065,0.77776,0.01508800848356066,0.72823232,0.020132787088528063,0.8847144,0.020210608467831914,0.86608,0.007951855129465035
electricity,logreg,lime,0.05,0.7466974663193435,0.018155344494444507,0.7755786175726914,0.009321038232173201,0.7017313348762195,0.010797804513865765,0.8559741964456823,0.01759790181549495,0.8497776106295107,0.010813753288841708
electricity,logreg,lime,0.1,0.7372438509857618,0.025568325031524383,0.7693896106138055,0.010492608612322197,0.6597791573380523,0.01904290183067727,0.8313016561638319,0.013471010990434072,0.8236987182621845,0.00759708979507845
electricity,logreg,lime,0.25,0.7063379750191022,0.022421330682461563,0.7671766578332113,0.007124185596349806,0.5997629153542802,0.019151493418330005,0.7891187031086196,0.022307735820709863,0.7894022179136124,0.014715570842273524
electricity,logreg,lime,0.5,0.6848208022611668,0.01867578024924946,0.7618518589870116,0.008853716533581073,0.545197470418766,0.012550648653687609,0.7231999744018598,0.013948840642077036,0.7587022273579367,0.00413091496665167
electricity,logreg,linshap,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
electricity,logreg,linshap,0.01,0.9942557468086918,0.0006419065090727635,0.9963933848804091,0.0009579210908433533,0.997763110190067,0.0003233238994436414,0.999854933015761,1.4269883786769196e-05,0.9996793985962695,0.00017905362618254083
electricity,logreg,linshap,0.05,0.9679567368825109,0.001540598800729252,0.9800063535287407,0.001507437057197705,0.9811456144080195,0.0009867885761907643,0.9963897784643155,0.0002678833271951631,0.9955484483683634,0.000935451396701167
electricity,logreg,linshap,0.1,0.9489182443485753,0.002606788410341265,0.9596766495477768,0.002606256813894073,0.9573502186309621,0.002662354815334592,0.9856165960443619,0.0010806539941060373,0.9853092680071895,0.001064739311206149
electricity,logreg,linshap,0.25,0.9041414633243013,0.003627673667999434,0.9054228718960349,0.0026680133842357113,0.8988197669920688,0.0041145170157978255,0.9429984421913676,0.001518867316270976,0.9584316385482966,0.002611833884807291
electricity,logreg,linshap,0.5,0.8353835818085134,0.004572245728865063,0.8583106086603083,0.0015679023645525883,0.8055290920542102,0.00767104653926544,0.8602247631684786,0.008020650949887456,0.9175298531920614,0.0036527618690265413
electricity,mlp,ig,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
electricity,mlp,ig,0.01,0.9883909446596496,0.0031635881401543896,0.9863092638931515,0.0019965102174374716,0.9908766121543587,0.0007989145822436286,0.9996902598079844,5.922405551538941e-05,0.9991993991586776,0.0004899594889192263
electricity,mlp,ig,0.05,0.9486934268612675,0.006356130398935267,0.9493166322751396,0.0045762926145015,0.965895302464267,0.003915649964670739,0.994737931600444,0.0010531558968270827,0.9914753931218883,0.0015921621361006189
electricity,mlp,ig,0.1,0.9119183176515762,0.009639820078399648,0.9176770342248346,0.00846044878847394,0.9343947518042459,0.00588236965489852,0.9824656986035201,0.0026854246798950843,0.9747107800601368,0.0033577976663622918
electricity,mlp,ig,0.25,0.8244710436727732,0.01157436255881637,0.8470929836835573,0.011116864021870359,0.8499052467115662,0.006173523440884153,0.9301752767564787,0.005290948669337852,0.9309382776188334,0.0016727756060647444
electricity,mlp,ig,0.5,0.7212411924182771,0.018305352508987797,0.7810724900018833,0.013590095415999476,0.7214951351437989,0.015924085245610287,0.8236850575988397,0.01370979562888723,0.8600750234485192,0.006162470723411966
electricity,mlp,lime,0.0,0.8086777999999999,0.02920988998952239,0.7904,0.012280065146406954,0.8048168,0.022627269691679514,0.9210227999999999,0.00813969435544111,0.9072000000000001,0.02816380656090368
electricity,mlp,lime,0.01,0.7978793599999999,0.026272919089587326,0.7889600000000001,0.011276879000858343,0.7814918399999999,0.022760860724673853,0.9098172,0.01159574220824178,0.8894400000000001,0.01919499934878875
electricity,mlp,lime,0.05,0.7703432583333061,0.015783691484577117,0.7805191934558885,0.01120469936778534,0.7523266166317348,0.022534978871856976,0.8866866391156918,0.01582374646105975,0.8749581764938249,0.0217574390832846
electricity,mlp,lime,0.1,0.7402913359615825,0.018420681199682976,0.7684315579438457,0.014967331704264952,0.72077121699004,0.027302317094202645,0.8669272925618718,0.02180390668530284,0.8574704394462243,0.027904311196943095
electricity,mlp,lime,0.25,0.72251790063996,0.03725893134586,0.7596968368159634,0.014284598515184172,0.6756714850565063,0.027760877601601817,0.821031053503809,0.025477536960406957,0.8308394040578181,0.026838903304410067
electricity,mlp,lime,0.5,0.6924968978218435,0.04058309242766928,0.7518725478732884,0.0184743341180273,0.6139064585348948,0.03932396280451751,0.7466247835913591,0.028745237387384916,0.7910888875858745,0.030760152313526783
electricity,rf,lime,0.0,0.820015,0.022109789223328152,0.852,0.01462873883832784,0.8805814,0.018235653903822514,0.9441834,0.004688736002378466,0.9612,0.013007690033207288
electricity,rf,lime,0.01,0.7989814653819293,0.02920420767154717,0.847324927668377,0.008152875870174572,0.8028074217872113,0.0226354545514892,0.8528764402236451,0.022732856937356424,0.9198659224777803,0.012219736455999572
electricity,rf,lime,0.05,0.766133747877129,0.032028681216375275,0.8418357813651612,0.011799884915959126,0.7495426455017424,0.023654849551778937,0.7952546111449544,0.013672698002081209,0.8920832311904568,0.012346372474417824
electricity,rf,lime,0.1,0.748213419767457,0.0277977760896387,0.8296902378425681,0.014799029460195361,0.689417448859827,0.04012433483594636,0.7330164266057666,0.04378802013034715,0.8560145838017009,0.012456925671538478
electricity,rf,lime,0.25,0.7285782708516807,0.03255507174807185,0.8221832622982064,0.01146895119553098,0.6362245653149496,0.019843594988181758,0.7048401994314715,0.012740572613494875,0.8338200750935275,0.012478608446017867
electricity,rf,lime,0.5,0.6901428508418073,0.02742370117530648,0.8114659141379997,0.01188155811431969,0.5675854903969274,0.04293507913345039,0.6285724044301,0.0316369816018638,0.8009325435445792,0.028561052093609197
electricity,rf,treeshap,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
electricity,rf,treeshap,0.01,0.937378055158821,0.005209952088318772,0.9375507050543398,0.004744491290416373,0.9431643963015987,0.004095333021050457,0.9861626185874004,0.0024310691617782498,0.9728649291097223,0.0018447782804184932
electricity,rf,treeshap,0.05,0.8470758072338949,0.006500795489055625,0.8875019431874851,0.0077225913096548035,0.853591261744044,0.00827379044962752,0.9261431475266917,0.008450084074872893,0.930117815439983,0.006718784879813722
electricity,rf,treeshap,0.1,0.8001759294060076,0.006953910973437576,0.8649394308892197,0.009429503514353592,0.7916593497470263,0.010249107090819224,0.871594102954053,0.010829905364324807,0.9033035321364196,0.0076124483437601245
electricity,rf,treeshap,0.25,0.7446945629009808,0.00506714250656177,0.8351909406952183,0.007040807524193927,0.6886787085368071,0.01000039625355344,0.7832428110934311,0.004946755323458399,0.8617923132779228,0.0038023915771083373
electricity,rf,treeshap,0.5,0.7020243110532176,0.011585445692183696,0.8097973684577282,0.01065252798985328,0.5918035259966247,0.01894314052408562,0.6853236303430863,0.016647492940568432,0.8171808289242932,0.011013376455172011
