ds,model,method,sigma,top3_mean,top3_std,top5_mean,top5_std,spearman_mean,spearman_std,cosine_mean,cosine_std,sign5_mean,sign5_std
bank_marketing,rf,lime,0.05,0.8962768000000001,0.020961622156693876,0.86384,0.010282412168358155,0.73889184,0.010054749849101164,0.9393567199999999,0.012364736967360075,0.95056,0.009689582034329408
bank_marketing,rf,lime,0.1,0.8885443199999999,0.017901779507970724,0.86304,0.0077851140004498165,0.73498232,0.008611669452086506,0.9376324,0.013917351529655304,0.9489599999999999,0.010328988333810777
bank_marketing,rf,lime,0.25,0.8736124799999999,0.016953220421854938,0.8512000000000001,0.006092618484691116,0.7263516799999999,0.01010888033127309,0.9325941600000001,0.013336067944038032,0.9441600000000001,0.010960291966913999
bank_marketing,rf,lime,0.5,0.8509478400000001,0.01814360303930837,0.8334400000000001,0.006484442921331024,0.69950128,0.014921776734424031,0.91403648,0.017229137766934226,0.9336,0.013230268326832998
bank_marketing,rf,treeshap,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
bank_marketing,rf,treeshap,0.01,0.99126754,0.0036389278212132993,0.99164,0.002430637776387099,0.99813472,0.0001161983519676645,0.9997926400000001,5.343143269646824e-05,1.0,0.0
bank_marketing,rf,treeshap,0.05,0.9651368,0.003876897404497586,0.9664400000000001,0.004222321636256514,0.9872426799999999,0.001287877989950893,0.9944139,0.0016062481019443909,0.99932,0.000414728827066511
bank_marketing,rf,treeshap,0.1,0.9226390576376376,0.009938674335471315,0.9318317382709342,0.005825379144114346,0.9602547511795212,0.003100731839173361,0.9748839806604594,0.007189348775772157,0.9966350998234415,0.0017081519158996508
bank_marketing,rf,treeshap,0.25,0.8248933088314996,0.013708871330501577,0.8522266962248105,0.009050544872609229,0.8844025375924971,0.006678762072538283,0.9032461640684014,0.013880880402153083,0.9836545693135463,0.003734666810010799
bank_marketing,rf,treeshap,0.5,0.7306232929290388,0.01807661811048212,0.781260631170527,0.009824467658058592,0.7934102143665187,0.010326107489792872,0.7947225411579794,0.017710608321731342,0.9591538020973616,0.005104935004211537
ccdefault,hgb,lime,0.0,0.6760075999999999,0.0518772258201998,0.5804,0.02165178976435896,0.6426108,0.01732838592310317,0.8793352000000001,0.005310442608672128,0.9236000000000001,0.017111399708965937
ccdefault,hgb,lime,0.01,0.593820258485221,0.017569406196924483,0.5410893018310551,0.015230182498881643,0.46928743269871676,0.020162099738144073,0.5024506586138938,0.017740997374734554,0.8465936495298599,0.006400625547689252
ccdefault,hgb,lime,0.05,0.5780704008922215,0.02610276063960619,0.5318840700717737,0.01639466779230466,0.43598865716506896,0.017038485279874265,0.4782771856564813,0.05006469321043129,0.8296118996772588,0.018983155455686122
ccdefault,hgb,lime,0.1,0.5597966390179892,0.021653278786549955,0.5142121694884926,0.005686452618404321,0.4084338221469137,0.02362058254710941,0.47752204904491097,0.039513425136369185,0.807709314651011,0.015274706299243128
ccdefault,hgb,lime,0.25,0.554251340764538,0.030108820944356733,0.5021465273051742,0.010614747999082873,0.35559540366209547,0.0204116631339063,0.45524489235312204,0.026462401307523954,0.7845828638252208,0.012560130774289732
ccdefault,hgb,lime,0.5,0.5325068844794495,0.02264755148398102,0.4939927997690513,0.018367303805005203,0.2727194524724724,0.015727137559377557,0.3654883129280001,0.05484738339220933,0.7305334409806437,0.019672354046661508
ccdefault,hgb,treeshap,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ccdefault,hgb,treeshap,0.01,0.8907278553785192,0.0046266891073331075,0.8869976095409561,0.004552035910460196,0.9165662983431847,0.004341576443511802,0.9460023435332676,0.004763964112901576,0.9690227076363662,0.0015809716392570683
ccdefault,hgb,treeshap,0.05,0.7947354545257614,0.015282530070364396,0.784098426777732,0.011943006258620978,0.813942713165005,0.005823919930267919,0.8969627331673464,0.006122382248383493,0.9392494404388911,0.003183917872915771
